"knapsack","kegg"
"C00003228","C09355"
"C00003229","C09356"
"C00003230","C09359"
"C00003231","C09361"
"C00003232","C09362"
"C00003233","C09363"
"C00003234","C09373"
"C00003235","C09374"
"C00003236","C09376"
"C00003237","C09378"
"C00003238","C09379"
"C00003239","C09381"
"C00003240","C09382"
"C00003241","C09383"
"C00003242","C09384"
"C00003243","C09385"
"C00003244","C09386"
"C00003245","C09387"
"C00003246","C09388"
"C00003247","C09392"
"C00003248","C09394"
"C00003249","C09395"
"C00003250","C09396"
"C00003251","C09397"
"C00003252","C09399"
"C00003253","C09401"
"C00003254","C09404"
"C00003255","C09405"
"C00003256","C09406"
"C00003257","C09407"
"C00003258","C09408"
"C00003259","C09409"
"C00003260","C09412"
"C00003261","C09413"
"C00003262","C09414"
"C00003263","C09416"
"C00003264","C09417"
"C00003265","C09425"
"C00003266","C09427"
"C00003267","C09428"
"C00003268","C09429"
"C00003269","C09431"
"C00003270","C09432"
"C00003271","C09433"
"C00003272","C09434"
"C00003273","C09435"
"C00003274","C09436"
"C00003275","C09437"
"C00003276","C09439"
"C00003277","C09440"
"C00003278","C09442"
"C00003279","C09443"
"C00003280","C09447"
"C00003281","C09448"
"C00003282","C09449"
"C00003283","C09450"
"C00003284","C09451"
"C00003285","C09452"
"C00003286","C09453"
"C00003287","C09454"
"C00003288","C09455"
"C00003289","C09456"
"C00003290","C09463"
"C00003291","C09465"
"C00003292","C09466"
"C00003293","C09467"
"C00003294","C09468"
"C00003295","C09469"
"C00003296","C09470"
"C00003297","C09472"
"C00003298","C09473"
"C00003299","C09475"
"C00003300","C09476"
"C00003301","C09477"
"C00003302","C09480"
"C00003303","C09480"
"C00003303","C09481"
"C00003304","C09482"
"C00003305","C09483"
"C00003306","C09484"
"C00003307","C09485"
"C00003308","C09486"
"C00003309","C09487"
"C00003310","C09488"
"C00003311","C09489"
"C00003312","C09490"
"C00003313","C09491"
"C00003314","C09492"
"C00003315","C09493"
"C00003316","C09494"
"C00003317","C09495"
"C00003318","C09496"
"C00003319","C09497"
"C00003321","C09499"
"C00003322","C09500"
"C00003323","C09501"
"C00003324","C09502"
"C00003325","C09503"
"C00003326","C09504"
"C00003327","C09506"
"C00003328","C09507"
"C00003329","C09508"
"C00003330","C09509"
"C00003331","C09510"
"C00003332","C09511"
"C00003333","C09512"
"C00003334","C09513"
"C00003335","C09514"
"C00003336","C09515"
"C00003337","C09516"
"C00003338","C09517"
"C00003339","C09518"
"C00003340","C09519"
"C00003341","C09520"
"C00003342","C09521"
"C00003343","C09522"
"C00003344","C09523"
"C00003345","C07609"
"C00003346","C09525"
"C00003347","C09526"
"C00003348","C09527"
"C00003349","C09528"
"C00003350","C09529"
"C00003351","C09530"
"C00003352","C09531"
"C00003353","C09532"
"C00003354","C09533"
"C00003355","C09534"
"C00003357","C09536"
"C00003358","C09537"
"C00003359","C09538"
"C00003360","C09539"
"C00003361","C09540"
"C00003362","C09542"
"C00003363","C09544"
"C00003364","C02206"
"C00003365","C09545"
"C00003366","C09547"
"C00003367","C09548"
"C00003368","C09551"
"C00003369","C09552"
"C00003370","C09554"
"C00003371","C09556"
"C00003372","C09557"
"C00003373","C09559"
"C00003374","C09560"
"C00003375","C09561"
"C00003376","C09562"
"C00003377","C09563"
"C00003378","C09564"
"C00003379","C09566"
"C00003380","C09568"
"C00003381","C09570"
"C00003382","C09572"
"C00003383","C09574"
"C00003384","C09576"
"C00003385","C09577"
"C00003386","C09578"
"C00003387","C09579"
"C00003388","C09583"
"C00003389","C09584"
"C00003390","C09585"
"C00003391","C09586"
"C00003392","C09587"
"C00003393","C09600"
"C00003394","C09601"
"C00003395","C09603"
"C00003396","C09605"
"C00003397","C09606"
"C00003398","C09607"
"C00003399","C09057"
"C00003400","C09058"
"C00003401","C09059"
"C00003402","C09061"
"C00003403","C09062"
"C00003404","C09063"
"C00003405","C09064"
"C00003406","C09065"
"C00003407","C09066"
"C00003408","C09067"
"C00003409","C09068"
"C00003410","C09069"
"C00003411","C09070"
"C00003412","C09071"
"C00003413","C09073"
"C00003414","C09074"
"C00003415","C09075"
"C00003416","C09076"
"C00003417","C09077"
"C00003418","C09078"
"C00003419","C09079"
"C00003420","C09080"
"C00003421","C09081"
"C00003422","C09086"
"C00003423","C09087"
"C00003424","C09090"
"C00003425","C09091"
"C00003426","C09092"
"C00003427","C09093"
"C00003428","C09094"
"C00003429","C07601"
"C00003430","C09095"
"C00003431","C09096"
"C00003432","C09101"
"C00003433","C09102"
"C00003434","C09103"
"C00003435","C09108"
"C00003436","C09109"
"C00003437","C09110"
"C00003438","C09111"
"C00003439","C09112"
"C00003440","C09113"
"C00003441","C09114"
"C00003442","C09115"
"C00003443","C09117"
"C00003444","C09118"
"C00003445","C09119"
"C00003446","C09120"
"C00003447","C09121"
"C00003448","C09122"
"C00003449","C09124"
"C00003450","C09125"
"C00003451","C09127"
"C00003452","C09128"
"C00003453","C09132"
"C00003454","C09134"
"C00003455","C09135"
"C00003456","C09136"
"C00003457","C09137"
"C00003458","C09140"
"C00003459","C09143"
"C00003460","C09145"
"C00003461","C09148"
"C00003462","C09150"
"C00003463","C09151"
"C00003464","C09153"
"C00003465","C09155"
"C00003466","C09157"
"C00003467","C01389"
"C00003468","C09159"
"C00003469","C09161"
"C00003470","C09163"
"C00003471","C09166"
"C00003472","C09168"
"C00003473","C09169"
"C00003474","C09171"
"C00003475","C09175"
"C00003476","C09177"
"C00003477","C09178"
"C00003478","C09179"
"C00003479","C09180"
"C00003480","C09182"
"C00003481","C09184"
"C00003482","C09185"
"C00003483","C09186"
"C00003484","C09188"
"C00003485","C09189"
"C00003486","C09190"
"C00003487","C09192"
"C00003488","C09194"
"C00003489","C09196"
"C00003490","C09198"
"C00003491","C05151"
"C00003492","C09201"
"C00003493","C09202"
"C00003494","C09204"
"C00003495","C09205"
"C00003496","C08920"
"C00003497","C08921"
"C00003498","C08922"
"C00003499","C08923"
"C00003500","C08924"
"C00003501","C08925"
"C00003502","C08926"
"C00003503","C08927"
"C00003504","C08930"
"C00003505","C08931"
"C00003506","C08932"
"C00003507","C08933"
"C00003508","C08934"
"C00003509","C08935"
"C00003510","C08936"
"C00003511","C08937"
"C00003512","C08938"
"C00003513","C08939"
"C00003514","C08940"
"C00003515","C08941"
"C00003516","C08942"
"C00003517","C08943"
"C00003518","C08944"
"C00003519","C08945"
"C00003520","C08946"
"C00003521","C02283"
"C00003522","C02284"
"C00003523","C08947"
"C00003524","C08949"
"C00003525","C08950"
"C00003526","C08952"
"C00003527","C08953"
"C00003528","C08954"
"C00003529","C08955"
"C00003530","C08956"
"C00003531","C08957"
"C00003532","C08958"
"C00003533","C08959"
"C00003534","C08960"
"C00003535","C08961"
"C00003536","C08962"
"C00003537","C08963"
"C00003538","C08964"
"C00003539","C08965"
"C00003540","C08966"
"C00003541","C08967"
"C00003542","C08968"
"C00003543","C08969"
"C00003544","C08970"
"C00003545","C08971"
"C00003546","C08972"
"C00003547","C08973"
"C00003548","C08975"
"C00003549","C08976"
"C00003550","C08977"
"C00003551","C08978"
"C00003552","C08982"
"C00003553","C08983"
"C00003554","C08984"
"C00003555","C08985"
"C00003556","C08986"
"C00003557","C08987"
"C00003558","C08988"
"C00003559","C08989"
"C00003560","C08990"
"C00003561","C08991"
"C00003562","C08885"
"C00003563","C08886"
"C00003564","C08887"
"C00003565","C08888"
"C00003566","C08889"
"C00003567","C08890"
"C00003568","C08891"
"C00003569","C08892"
"C00003570","C08893"
"C00003571","C08894"
"C00003572","C08895"
"C00003573","C08896"
"C00003574","C00765"
"C00003575","C08897"
"C00003576","C08898"
"C00003577","C08899"
"C00003578","C08900"
"C00003579","C08901"
"C00003580","C08902"
"C00003581","C04715"
"C00003582","C08904"
"C00003583","C08905"
"C00003584","C08906"
"C00003585","C08907"
"C00003586","C08908"
"C00003587","C08909"
"C00003588","C08910"
"C00003589","C08911"
"C00003590","C03963"
"C00003591","C08912"
"C00003592","C08913"
"C00003593","C08914"
"C00003594","C08915"
"C00003595","C08916"
"C00003596","C08917"
"C00003597","C08918"
"C00003598","C08919"
"C00003599","C08843"
"C00003600","C08845"
"C00003601","C08847"
"C00003602","C08848"
"C00003603","C08849"
"C00003604","C08850"
"C00003605","C08851"
"C00003606","C08852"
"C00003607","C08853"
"C00003608","C08854"
"C00003609","C08855"
"C00003610","C12091"
"C00003611","C08857"
"C00003612","C08858"
"C00003613","C08859"
"C00003614","C08860"
"C00003615","C08861"
"C00003616","C08862"
"C00003617","C06955"
"C00003618","C06956"
"C00003619","C08863"
"C00003620","C08864"
"C00003621","C08865"
"C00003622","C08866"
"C00003623","C08867"
"C00003624","C08868"
"C00003625","C08869"
"C00003626","C08870"
"C00003627","C08871"
"C00003628","C08872"
"C00003629","C08873"
"C00003630","C08874"
"C00003631","C08875"
"C00003632","C08876"
"C00003633","C01443"
"C00003634","C08877"
"C00003635","C08878"
"C00003636","C08879"
"C00003637","C08880"
"C00003638","C08881"
"C00003639","C08882"
"C00003640","C08883"
"C00003641","C08884"
"C00003642","C08810"
"C00003643","C08811"
"C00003644","C00280"
"C00003645","C08812"
"C00003646","C08813"
"C00003647","C01789"
"C00003648","C00187"
"C00003649","C08816"
"C00003650","C01902"
"C00003651","C00477"
"C00003652","C01694"
"C00003653","C08817"
"C00003654","C02633"
"C00003655","C08819"
"C00003656","C08821"
"C00003657","C01724"
"C00003658","C08823"
"C00003659","C08825"
"C00003660","C08829"
"C00003661","C08830"
"C00003662","C08831"
"C00003663","C00468"
"C00003664","C08832"
"C00003665","C08833"
"C00003666","C08834"
"C00003667","C08835"
"C00003668","C08836"
"C00003669","C08837"
"C00003670","C08838"
"C00003671","C08839"
"C00003672","C01753"
"C00003673","C08840"
"C00003674","C05442"
"C00003675","C00535"
"C00003676","C08841"
"C00003677","C08842"
"C00003678","C08789"
"C00003679","C08790"
"C00003680","C08791"
"C00003681","C08792"
"C00003682","C08793"
"C00003683","C08794"
"C00003684","C08795"
"C00003685","C08796"
"C00003686","C08797"
"C00003687","C08798"
"C00003688","C08799"
"C00003689","C08800"
"C00003690","C08801"
"C00003691","C08803"
"C00003692","C08804"
"C00003693","C08805"
"C00003694","C08806"
"C00003695","C08807"
"C00003696","C08746"
"C00003697","C08747"
"C00003698","C08748"
"C00003699","C08749"
"C00003700","C08750"
"C00003701","C08751"
"C00003702","C08752"
"C00003703","C08753"
"C00003704","C08754"
"C00003705","C08755"
"C00003706","C08756"
"C00003707","C08757"
"C00003708","C08758"
"C00003709","C08759"
"C00003710","C08760"
"C00003711","C08763"
"C00003712","C08764"
"C00003713","C08765"
"C00003714","C08766"
"C00003715","C08767"
"C00003716","C08768"
"C00003717","C08769"
"C00003718","C08770"
"C00003719","C03514"
"C00003720","C08771"
"C00003721","C08772"
"C00003722","C08773"
"C00003723","C08775"
"C00003724","C08776"
"C00003725","C08777"
"C00003726","C08778"
"C00003727","C08779"
"C00003728","C08780"
"C00003729","C08781"
"C00003730","C08782"
"C00003731","C08783"
"C00003732","C08784"
"C00003733","C08785"
"C00003734","C08786"
"C00003735","C08787"
"C00003736","C08788"
"C00003737","C08615"
"C00003738","C08616"
"C00003739","C08617"
"C00003740","C08618"
"C00003741","C08619"
"C00003742","C08621"
"C00003743","C08622"
"C00003744","C08623"
"C00003745","C08624"
"C00003746","C08625"
"C00003747","C08626"
"C00003748","C08627"
"C00003749","C08628"
"C00003750","C08630"
"C00003751","C08631"
"C00003752","C08632"
"C00003753","C08633"
"C00003754","C08634"
"C00003755","C00751"
"C00003756","C08635"
"C00003757","C08636"
"C00003758","C08637"
"C00003759","C08638"
"C00003760","C08579"
"C00003761","C08581"
"C00003762","C08582"
"C00003763","C08584"
"C00003764","C08585"
"C00003765","C05433"
"C00003766","C08586"
"C00003767","C08587"
"C00003768","C08588"
"C00003769","C08589"
"C00003770","C08590"
"C00003771","C08593"
"C00003772","C08594"
"C00003773","C08596"
"C00003774","C08597"
"C00003775","C08599"
"C00003776","C08601"
"C00003777","C08602"
"C00003778","C08603"
"C00003779","C08605"
"C00003780","C08606"
"C00003780","C13431"
"C00003781","C08607"
"C00003782","C08608"
"C00003783","C08609"
"C00003784","C08610"
"C00003785","C08611"
"C00003786","C08613"
"C00003787","C08614"
"C00003794","C10028"
"C00003795","C11621"
"C00003799","C14344"
"C00003800","C12123"
"C00003808","C10024"
"C00003817","C01477"
"C00003820","C01470"
"C00003826","C10047"
"C00003834","C10184"
"C00003841","C14472"
"C00003845","C10040"
"C00003848","C10097"
"C00003879","C14476"
"C00003883","C15109"
"C00003884","C10072"
"C00003886","C10119"
"C00003930","C09982"
"C00003931","C10191"
"C00003969","C14942"
"C00003977","C14953"
"C00004011","C11325"
"C00004157","C12627"
"C00004175","C10020"
"C00004266","C03951"
"C00004283","C12630"
"C00004362","C10039"
"C00004533","C10044"
"C00004534","C11577"
"C00004540","C10037"
"C00004562","C10036"
"C00004565","C05903"
"C00004579","C10041"
"C00004624","C10105"
"C00004631","C00389"
"C00004632","C04443"
"C00004633","C10022"
"C00004634","C10176"
"C00004635","C10084"
"C00004636","C10188"
"C00004638","C01265"
"C00004646","C10117"
"C00004647","C04444"
"C00004677","C10122"
"C00004680","C10118"
"C00004684","C10021"
"C00004685","C04581"
"C00004692","C04552"
"C00004696","C10116"
"C00004704","C10030"
"C00004721","C04109"
"C00004724","C04527"
"C00004763","C12633"
"C00004767","C11620"
"C00004895","C10120"
"C00004956","C00616"
"C00004960","C01155"
"C00004961","C01156"
"C00004962","C03897"
"C00004963","C03898"
"C00004988","C11576"
"C00004990","C11581"
"C00005004","C11580"
"C00005099","C10194"
"C00005137","C12626"
"C00005138","C12249"
"C00005165","C12634"
"C00005208","C12635"
"C00005226","C10178"
"C00005372","C10073"
"C00005373","C05623"
"C00005374","C01750"
"C00005382","C03430"
"C00005382","C12639"
"C00005409","C12667"
"C00005413","C05625"
"C00005446","C12668"
"C00005452","C10175"
"C00005690","C10051"
"C00005730","C10108"
"C00005956","C12638"
"C00006094","C10524"
"C00006118","C10420"
"C00006177","C10181"
"C00006180","C10416"
"C00006184","C10026"
"C00006188","C10109"
"C00006208","C03870"
"C00006217","C12628"
"C00006224","C08064"
"C00006229","C10195"
"C00006230","C10196"
"C00006231","C10102"
"C00006278","C12629"
"C00006382","C10110"
"C00006392","C04024"
"C00006610","C08574"
"C00006611","C08652"
"C00006613","C08575"
"C00006614","C05905"
"C00006615","C08729"
"C00006616","C08646"
"C00006619","C08643"
"C00006630","C12137"
"C00006639","C12644"
"C00006652","C08647"
"C00006698","C12138"
"C00006705","C16307"
"C00006708","C16315"
"C00006709","C16312"
"C00006722","C12139"
"C00006735","C12140"
"C00006755","C12642"
"C00006756","C16368"
"C00006767","C12640"
"C00006775","C12641"
"C00006777","C08723"
"C00006778","C12647"
"C00006801","C16369"
"C00006824","C16299"
"C00006886","C08653"
"C00006925","C08650"
"C00006927","C15531"
"C00006933","C16404"
"C00006941","C08578"
"C00006969","C08724"
"C00006973","C15525"
"C00006974","C16405"
"C00006994","C01592"
"C00006995","C02922"
"C00007099","C16417"
"C00007190","C05366"
"C00007190","C10872"
"C00007222","C01762"
"C00007223","C00044"
"C00007224","C00130"
"C00007226","C03506"
"C00007227","C00449"
"C00007228","C00921"
"C00007229","C03794"
"C00007230","C00021"
"C00007231","C00307"
"C00007232","C05904"
"C00007233","C06561"
"C00007234","C00974"
"C00007235","C05906"
"C00007236","C13455"
"C00007237","C00617"
"C00007238","C00167"
"C00007239","C04713"
"C00007240","C13453"
"C00007241","C02741"
"C00007242","C16775"
"C00007244","C01222"
"C00007245","C00325"
"C00007246","C00096"
"C00007247","C06427"
"C00007248","C00415"
"C00007249","C00101"
"C00007250","C00143"
"C00007251","C00234"
"C00007252","C00440"
"C00007253","C06090"
"C00007255","C05427"
"C00007256","C00003"
"C00007258","C00010"
"C00007259","C00024"
"C00007260","C00083"
"C00007261","C15780"
"C00007262","C15792"
"C00007263","C00540"
"C00007264","C00406"
"C00007265","C00438"
"C00007266","C00283"
"C00007267","C00014"
"C00007268","C00448"
"C00007269","C00332"
"C00007270","C00356"
"C00007271","C15781"
"C00007272","C15777"
"C00007273","C15789"
"C00007274","C15800"
"C00007275","C15790"
"C00007277","C15798"
"C00007278","C15801"
"C00007279","C00189"
"C00007280","C00223"
"C00007281","C00323"
"C00007282","C01054"
"C00007283","C00411"
"C00007284","C03263"
"C00007285","C00661"
"C00007285","C16670"
"C00007286","C00597"
"C00007287","C01005"
"C00007288","C00093"
"C00007289","C04145"
"C00007290","C00181"
"C00007290","C01394"
"C00007291","C00719"
"C00007292","C11437"
"C00007293","C01182"
"C00007294","C00235"
"C00007295","C11453"
"C00007296","C00119"
"C00007297","C11434"
"C00007298","C00114"
"C00007299","C00588"
"C00007301","C00366"
"C00007302","C00337"
"C00007303","C00257"
"C00007304","C01107"
"C00007305","C00085"
"C00007306","C00092"
"C00007307","C00275"
"C00007308","C01267"
"C00007309","C00544"
"C00007310","C12206"
"C00007311","C00105"
"C00007312","C04874"
"C00007313","C00015"
"C00007314","C00086"
"C00007315","C05778"
"C00007316","C02139"
"C00007321","C11523"
"C00007322","C15782"
"C00007323","C00736"
"C00007323","C00793"
"C00007324","C16427"
"C00007325","C15545"
"C00007326","C16353"
"C00007327","C16075"
"C00007328","C01533"
"C00007331","C11853"
"C00007336","C05619"
"C00007337","C12205"
"C00007338","C00826"
"C00007339","C00931"
"C00007343","C08411"
"C00007344","C08409"
"C00007345","C08400"
"C00007346","C02153"
"C00007347","C00019"
"C00007350","C08417"
"C00007351","C02739"
"C00007360","C11872"
"C00007361","C12203"
"C00007363","C14151"
"C00007364","C14152"
"C00007365","C02483"
"C00007366","C02477"
"C00007367","C02141"
"C00007368","C01943"
"C00007369","C03516"
"C00007370","C02191"
"C00007371","C01079"
"C00007372","C04536"
"C00007373","C01051"
"C00007374","C01024"
"C00007375","C02463"
"C00007376","C05307"
"C00007377","C03090"
"C00007378","C00430"
"C00007379","C03741"
"C00007380","C05422"
"C00007381","C03722"
"C00007382","C00108"
"C00007383","C04677"
"C00007384","C04302"
"C00007385","C01102"
"C00007386","C00354"
"C00007388","C01115"
"C00007389","C00636"
"C00007390","C00052"
"C00007391","C00446"
"C00007391","C03384"
"C00007392","C00084"
"C00007393","C00956"
"C00007395","C03838"
"C00007396","C00655"
"C00007397","C16516"
"C00007403","C01879"
"C00007404","C00986"
"C00007405","C02502"
"C00007407","C02979"
"C00007408","C00009"
"C00007409","C01380"
"C00007409","C15588"
"C00007410","C00583"
"C00007412","C01796"
"C00007413","C02154"
"C00007415","C01020"
"C00007417","C01384"
"C00007418","C17203"
"C00007422","C17076"
"C00007423","C16537"
"C00007440","C08285"
"C00007441","C00665"
"C00007442","C01967"
"C00007443","C03227"
"C00007444","C00212"
"C00007445","C00224"
"C00007446","C00053"
"C00007447","C01185"
"C00007448","C01134"
"C00007450","C01302"
"C00007451","C00689"
"C00007452","C16688"
"C00007455","C02280"
"C00007456","C00842"
"C00007457","C00266"
"C00007458","C00164"
"C00007459","C00979"
"C00007460","C01245"
"C00007461","C00160"
"C00007462","C00154"
"C00007463","C00802"
"C00007464","C00957"
"C00007465","C02766"
"C00007466","C00603"
"C00007467","C02091"
"C00007468","C01551"
"C00007469","C00441"
"C00007470","C00499"
"C00007471","C03082"
"C00007472","C00279"
"C00007473","C00117"
"C00007474","C01180"
"C00007475","C01165"
"C00007476","C17211"
"C00007477","C00966"
"C00007478","C04666"
"C00007479","C00860"
"C00007480","C01100"
"C00007482","C00103"
"C00007483","C01177"
"C00007484","C01220"
"C00007485","C03434"
"C00007486","C07099"
"C00007487","C07097"
"C00007488","C06329"
"C00007489","C03586"
"C00007490","C02480"
"C00007492","C03824"
"C00007493","C02220"
"C00007494","C01279"
"C00007495","C01929"
"C00007496","C02575"
"C00007497","C04691"
"C00007498","C02291"
"C00007499","C01163"
"C00007500","C03340"
"C00007501","C01300"
"C00007502","C03972"
"C00007503","C00018"
"C00007504","C00534"
"C00007505","C00627"
"C00007506","C00647"
"C00007507","C00669"
"C00007508","C01036"
"C00007509","C00250"
"C00007510","C04895"
"C00007511","C10945"
"C00007512","C01179"
"C00007513","C00169"
"C00007514","C15785"
"C00007516","C15787"
"C00007517","C15788"
"C00007518","C15795"
"C00007519","C15796"
"C00007520","C15797"
"C00007521","C15799"
"C00007522","C15803"
"C00007523","C11508"
"C00007524","C15776"
"C00007527","C15783"
"C00007530","C00059"
"C00007531","C11821"
"C00007532","C12248"
"C00007533","C01987"
"C00007535","C00601"
"C00007536","C00582"
"C00007537","C13051"
"C00007540","C00836"
"C00007541","C01120"
"C00007542","C00517"
"C00007545","C08419"
"C00007556","C16447"
"C00007557","C16235"
"C00007559","C03141"
"C00007560","C00111"
"C00007561","C00988"
"C00007562","C00546"
"C00007563","C00168"
"C00007564","C00118"
"C00007565","C05840"
"C00007566","C01234"
"C00007567","C11811"
"C00007568","C00632"
"C00007569","C01326"
"C00007571","C00331"
"C00007572","C16352"
"C00007583","C01103"
"C00007586","C08415"
"C00007593","C08401"
"C00007594","C17217"
"C00007595","C00680"
"C00007596","C00666"
"C00007597","C04421"
"C00007598","C04462"
"C00007599","C01061"
"C00007603","C16441"
"C00007604","C00328"
"C00007605","C02700"
"C00007606","C03912"
"C00007607","C04556"
"C00007608","C04327"
"C00007609","C04752"
"C00007610","C04294"
"C00007611","C12204"
"C00007614","C00885"
"C00007615","C01143"
"C00007619","C00158"
"C00007620","C11435"
"C00007621","C11436"
"C00007622","C00522"
"C00007623","C00141"
"C00007626","C00748"
"C00007627","C01269"
"C00007630","C16776"
"C00007636","C06394"
"C00007637","C12142"
"C00007643","C17224"
"C00007644","C17218"
"C00007645","C17220"
"C00007646","C17214"
"C00007647","C17210"
"C00007648","C17216"
"C00007649","C17233"
"C00007650","C17230"
"C00007651","C17232"
"C00007652","C17229"
"C00007653","C17226"
"C00007654","C17228"
"C00007662","C03319"
"C00007672","C03719"
"C00007674","C16074"
"C00007675","C03098"
"C00007676","C17251"
"C00007677","C17253"
"C00007758","C10749"
"C00007881","C16406"
"C00007926","C09618"
"C00007929","C09644"
"C00007936","C00774"
"C00007994","C09975"
"C00008024","C08644"
"C00008026","C08730"
"C00008027","C08576"
"C00008029","C08720"
"C00008030","C08651"
"C00008031","C08577"
"C00008046","C16409"
"C00008060","C16410"
"C00008126","C14290"
"C00008144","C16419"
"C00008234","C15118"
"C00008239","C09734"
"C00008277","C15019"
"C00008295","C09732"
"C00008297","C16422"
"C00008342","C05911"
"C00008594","C09770"
"C00008607","C09753"
"C00008662","C16808"
"C00008703","C09803"
"C00008731","C16418"
"C00008743","C09967"
"C00008764","C09478"
"C00008768","C09636"
"C00008805","C12128"
"C00008808","C14079"
"C00008817","C12127"
"C00008818","C12136"
"C00008822","C09735"
"C00008852","C09617"
"C00008975","C12124"
"C00008977","C05907"
"C00008991","C05906"
"C00008992","C05909"
"C00009125","C10231"
"C00009380","C10208"
"C00009382","C12125"
"C00009383","C02495"
"C00009384","C14313"
"C00009385","C14314"
"C00009389","C01562"
"C00009392","C14536"
"C00009413","C16188"
"C00009453","C12134"
"C00009457","C12135"
"C00009535","C03567"
"C00009539","C16227"
"C00009553","C02675"
"C00009558","C10207"
"C00009677","C16230"
"C00009685","C15511"
"C00009688","C15509"
"C00009707","C14131"
"C00010083","C16222"
"C00010089","C16195"
"C00010117","C12625"
"C00010137","C10465"
"C00010183","C16223"
"C00010184","C16224"
"C00010186","C10538"
"C00010268","C09920"
"C00010301","C11389"
"C00010309","C11384"
"C00010392","C17103"
"C00010394","C17102"
"C00010402","C17104"
"C00010453","C17106"
"C00010454","C17105"
"C00010457","C17107"
"C00010462","C17110"
"C00010463","C17109"
"C00010464","C17108"
"C00010564","C11673"
"C00010581","C16809"
"C00010590","C11644"
"C00010597","C11645"
"C00010604","C01512"
"C00010613","C11671"
"C00010645","C11640"
"C00010709","C11654"
"C00010724","C16752"
"C00010791","C11674"
"C00010868","C06099"
"C00010870","C11924"
"C00010873","C11392"
"C00010885","C02452"
"C00010889","C01951"
"C00010890","C02289"
"C00010891","C11383"
"C00010902","C11952"
"C00010903","C11390"
"C00010926","C03039"
"C00010931","C09902"
"C00010932","C11393"
"C00010937","C11396"
"C00010947","C11401"
"C00010979","C16778"
"C00011023","C01765"
"C00011024","C01766"
"C00011027","C11387"
"C00011044","C11382"
"C00011045","C09839"
"C00011054","C09911"
"C00011153","C10788"
"C00011201","C07541"
"C00011400","C07287"
"C00011445","C16779"
"C00011512","C07605"
"C00011607","C09621"
"C00011617","C09649"
"C00011651","C16773"
"C00011654","C17111"
"C00011692","C17112"
"C00011720","C16142"
"C00011941","C17113"
"C00012419","C09535"
"C00012454","C16829"
"C00012474","C09691"
"C00012601","C01860"
"C00012893","C09289"
"C00013027","C09498"
"C00013224","C16286"
"C00013301","C14985"
"C00013328","C10192"
"C00013329","C10193"
"C00013592","C01175"
"C00013593","C02222"
"C00013595","C10032"
"C00013596","C10186"
"C00014039","C16491"
"C00014808","C16303"
"C00014820","C16351"
"C00014894","C02777"
"C00015180","C15846"
"C00015218","C05707"
"C00015234","C14721"
"C00015653","C15702"
"C00015654","C15703"
"C00015655","C15704"
"C00015656","C15705"
"C00015907","C12037"
"C00015999","C12390"
"C00016021","C06802"
"C00016023","C15712"
"C00016029","C15753"
"C00016052","C06689"
"C00016063","C02010"
"C00016077","C01776"
"C00016287","C05324"
"C00016361","C15727"
"C00016540","C11975"
"C00016576","C15728"
"C00016646","C08442"
"C00016684","C15695"
"C00016733","C15757"
"C00016800","C06773"
"C00016801","C06774"
"C00016803","C06777"
"C00016804","C06780"
"C00016806","C16885"
"C00016807","C16886"
"C00016835","C12395"
"C00016853","C15688"
"C00016893","C15742"
"C00016901","C13727"
"C00016902","C13722"
"C00016927","C11300"
"C00016928","C12057"
"C00016943","C15711"
"C00017043","C06775"
"C00017127","C06973"
"C00017520","C16028"
"C00017528","C11471"
"C00017555","C15677"
"C00017560","C15684"
"C00017595","C06786"
"C00017622","C12014"
"C00017629","C12117"
"C00017631","C12102"
"C00017648","C12220"
"C00017655","C12393"
"C00017659","C15764"
"C00017683","C15710"
"C00017707","C12421"
"C00017718","C12381"
"C00017728","C12006"
"C00017730","C12056"
"C00017731","C11688"
"C00017761","C06667"
"C00017818","C12016"
"C00017825","C12413"
"C00017826","C12406"
"C00017830","C12411"
"C00017872","C05372"
"C00017921","C12423"
"C00017923","C06788"
"C00017936","C12369"
"C00017937","C12368"
"C00017940","C12402"
"C00017954","C12032"
"C00017972","C00563"
"C00017999","C02868"
"C00018019","C15690"
"C00018030","C06799"
"C00018031","C02052"
"C00018035","C12023"
"C00018055","C07909"
"C00018062","C12202"
"C00018064","C11511"
"C00018078","C00732"
"C00018088","C01941"
"C00018091","C06662"
"C00018092","C11755"
"C00018095","C06257"
"C00018096","C12437"
"C00018097","C15755"
"C00018099","C16700"
"C00018105","C12099"
"C00018116","C14183"
"C00018117","C14043"
"C00018127","C02079"
"C00018183","C01700"
"C00018188","C01552"
"C00018209","C12246"
"C00018212","C06664"
"C00018213","C04353"
"C00018229","C00272"
"C00018269","C12045"
"C00018282","C15680"
"C00018283","C15681"
"C00018319","C15674"
"C00018343","C12429"
"C00018369","C14723"
"C00018395","C16747"
"C00018418","C11165"
"C00018437","C02400"
"C00018470","C12311"
"C00018471","C15756"
"C00018487","C15682"
"C00018488","C15683"
"C00018584","C12148"
"C00018630","C15536"
"C00018659","C11999"
"C00018660","C00252"
"C00018666","C05342"
"C00018668","C06681"
"C00018673","C13569"
"C00018679","C12905"
"C00018680","C11615"
"C00018683","C02161"
"C00018684","C02516"
"C00018684","C05669"
"C00018685","C01736"
"C00018685","C15586"
"C00018686","C07225"
"C00018686","C08030"
